provider,model,temperature,image,base_command,addition,transcribe_text,raw_score,corrected_score,raw_change_count,corrected_change_count,delta_time_in_s,certainty,student_handwriting_percent
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.0,2,0,0.00474096941947937,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.004752560377120972,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.0,2,0,0.004081947088241577,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.20035562574779964,2,2,0.0036951308250427247,,90
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.20035562574779964,2,2,0.0042037138938903805,,90
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0037822349071502687,,90
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.003829275369644165,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.0,2,0,0.003616487264633179,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.20035562574779964,2,2,0.004331416368484497,,90
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.20035562574779964,2,2,0.0035117523670196533,,90
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.20035562574779964,0.0,2,0,0.004157504558563232,0.95,85
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004376150131225586,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004378945827484131,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004718902826309204,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.0044119577407836915,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.003516204118728638,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.0030889856815338136,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004532464742660522,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004886249303817749,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004089279174804688,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004325208902359009,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.0038728382587432863,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.005489425897598267,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.004395648002624512,95,80
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.005533366441726684,95,75
google,gemini-2.0-flash-exp,0.5,gekreukeld_netjes,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.20035562574779964,0.0,2,0,0.005439636945724488,95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.00248867392539978,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.00210693883895874,,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.0028488969802856444,0.95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.1100829038270553,0.1100829038270553,1,1,0.002604851245880127,0.95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0027730700969696045,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.0,5,0,0.0028047654628753664,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0021949462890625,,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.002638967990875244,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0028403048515319826,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.0026399683952331543,0.95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,toets,toets  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.002487401485443115,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag,antwoordmodel bij vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.002104006052017212,,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-toets-antwoordmodel,stof-toets-antwoordmodel  huidige opdracht met uitleg bij elk veld,0.5421781130565608,0.5421781130565608,5,5,0.002442087173461914,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.002985672950744629,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,huidige opdracht met uitleg bij elk veld,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  huidige opdracht met uitleg bij elk veld,0.0,0.0,0,0,0.002373875617980957,0.95,85
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.002767726182937622,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.002968095064163208,95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002124021291732788,95.0,75.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.00231939959526062,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0027118470668792724,95,75.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0025227446556091307,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.0031006388664245607,95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002673518896102905,95.0,75.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0029871976375579834,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0030986385345458983,95,80.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.002394927978515625,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.40409249237277745,0.0,4,0,0.002692342519760132,95,80
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002196220636367798,95.0,75.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.35855911590174305,0.0,4,0,0.0027774105072021485,95,75
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0026477763652801513,95,80.0
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.002686272144317627,95,75.00000000000001
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0024142069816589355,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0031829416751861573,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002549935817718506,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.008031678915023804,0.95,0.98
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0021902163028717043,95,75.00000000000001
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.002172210693359375,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0026603333950042723,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0023287620544433594,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.0077576045989990235,0.95,0.98
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1100829038270553,0.1100829038270553,1,1,0.0025538110733032224,95,75.00000000000001
google,gemini-2.0-flash-exp,1.5,kort_leesbaar_uitgekrast,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.1500829038270553,0.0,4,0,0.0024927983283996582,95,75
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.003329157829284668,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0024331445693969726,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.2738850061265974,24,5,0.007571053266525268,0.95,0.95
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.003997394800186157,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002709101915359497,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.621212121212121,1.069675549571114,10,8,0.0043021016120910645,0.95,0.98
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002953397035598755,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0040064058303833005,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.00351238751411438,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002184878349304199,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.621212121212121,1.069675549571114,10,8,0.0044323410987854,0.95,0.98
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.003089004993438721,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0035291907787322998,,70
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag,antwoordmodel bij vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0036731173992156983,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-toets-antwoordmodel,stof-toets-antwoordmodel  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.0023408942222595216,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,stof-antwoordmodel bij vraag-specifieke vraag vraag,stof-antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.621212121212121,1.069675549571114,10,8,0.004215982913970948,0.95,0.98
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,de makkelijkste opdracht zonder extra uitleg,antwoordmodel bij vraag-specifieke vraag vraag,antwoordmodel bij vraag-specifieke vraag vraag  de makkelijkste opdracht zonder extra uitleg,1.415151515151515,1.415151515151515,24,24,0.002832090377807617,,1.0
google,gemini-2.0-flash-exp,0,slecht_leesbaar_pijlen,huidige opdracht met uitleg bij elk veld,,  huidige opdracht met uitleg bij elk veld,1.415151515151515,1.415151515151515,24,24,0.0037917625904083253,,70
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.0021828415393829346,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.0025019989013671876,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0023429057598114015,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.4617771291941811,0.3281521035285556,4,3,0.0024478585720062256,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.002306251764297485,95,80
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.0030808145999908446,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.0031149306297302247,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.002961156129837036,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.3281521035285556,3,3,0.0030576941967010497,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.0032819554805755616,95,80
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",,"  lange uitleg bij elk veld, zonder context",0.23125446620454193,0.23125446620454193,3,3,0.002064357042312622,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof,"stof  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.37802418371078117,5,4,0.0028312113285064696,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",toets,"toets  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.002270719289779663,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag,"antwoordmodel bij vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.3281521035285556,3,3,0.0019579508304595947,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-toets-antwoordmodel,"stof-toets-antwoordmodel  lange uitleg bij elk veld, zonder context",0.41322105900100337,0.38655439233433675,4,4,0.002633276700973511,95,75
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.5221999160638182,0.4904696698206539,5,4,0.002790820360183716,95,80
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.3281521035285556,0.21792113287120862,3,2,0.0023179707527160643,95,75
google,gemini-2.0-flash-exp,1.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,,  de makkelijkste opdracht zonder extra uitleg,0.23125446620454193,0.23125446620454193,3,3,0.001883408308029175,,
google,gemini-2.0-flash-exp,1.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,stof,stof  de makkelijkste opdracht zonder extra uitleg,0.37802418371078117,0.37802418371078117,4,4,0.0015939064025878907,,
google,gemini-2.0-flash-exp,1.5,kort_onleesbaar,de makkelijkste opdracht zonder extra uitleg,toets,toets  de makkelijkste opdracht zonder extra uitleg,0.21792113287120862,0.21792113287120862,2,2,0.002082214832305908,0.95,0.98
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",stof-antwoordmodel bij vraag-specifieke vraag vraag,"stof-antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.5221999160638182,0.4904696698206539,5,4,0.002865854501724243,95,80
google,gemini-2.0-flash-exp,1,kort_onleesbaar,"lange uitleg bij elk veld, zonder context",antwoordmodel bij vraag-specifieke vraag vraag,"antwoordmodel bij vraag-specifieke vraag vraag  lange uitleg bij elk veld, zonder context",0.21792113287120862,0.21792113287120862,2,2,0.0022034432888031006,95,75
